,ABBV,AXP,BAC,BLK,COF,CVX,GS,HAL,JNJ,JPM,MA,MRK,MS,PFE,SLB,TROW,USB,V,WFC,XOM
2024-10-04,1.0909093894359545,0.9331777280482717,-0.09435200586147613,-0.2973309038634567,-1.714934259265564,-0.1669025713121023,0.4720667245528806,0.04877286600864389,-0.729558715829074,-0.27432663370194005,1.2663260432440402,-0.950883570411844,-0.6296776656748951,1.1019528680444162,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-07,0.4734135086231503,0.655996224667597,-0.3302320205151673,-0.031064422791704543,-0.39151232285483945,2.336635998369441,-0.6035283440486198,0.23167111354105913,1.1945521830607926,-0.5486532674038801,0.3653826132680429,2.50687486744941,0.7525416004407278,0.7730117134042919,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-08,0.4734135086231503,-0.1755482854744272,0.6132880380995974,-0.2973309038634567,-1.384078775162883,1.8359282844331324,0.8305984140867141,-3.609192084639661,-0.729558715829074,-0.27432663370194005,0.9660115665853745,-0.950883570411844,-0.6296776656748951,0.6085411360842298,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-09,0.7821614490295523,0.10163321790624753,1.0850480674069798,-0.2973309038634567,-0.8877955490088613,-0.1669025713121023,0.4720667245528806,0.5974676086058895,-0.2485309911066073,-0.8229799011058202,-0.23524634004928868,0.777995648518783,-0.6296776656748951,0.937482290724354,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-10,-0.14408237218965378,-0.1755482854744272,0.14152800879221503,-0.2973309038634567,0.601054129453204,-0.6676102852484109,0.8305984140867141,0.04877286600864389,1.1945521830607926,-0.27432663370194005,-0.23524634004928868,-0.950883570411844,-0.6296776656748951,0.937482290724354,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-11,-0.45283031259605583,-0.45272978885510196,-0.5661120351688584,-0.031064422791704543,-0.8877955490088613,-1.1683179991847197,1.547661793154381,0.04877286600864389,-1.2105864405515405,-0.5486532674038801,0.06506813660937709,0.2017025755419073,1.6740211111844765,1.1019528680444162,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-14,0.7821614490295523,-0.7299112922357767,0.14152800879221503,-0.031064422791704543,-0.39151232285483945,-1.1683179991847197,1.1891301036205475,0.04877286600864389,-0.2485309911066073,-0.27432663370194005,-0.23524634004928868,0.2017025755419073,0.29180184506885354,0.6907764247442608,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-15,0.16466556821674827,0.10163321790624753,-1.037872064476241,-0.031064422791704543,1.097337355607226,0.33380514262420635,-0.6035283440486198,0.7803658561383048,-0.2485309911066073,-0.5486532674038801,-0.5355608167079545,-0.950883570411844,-0.6296776656748951,0.6085411360842298,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-16,-0.45283031259605583,-0.1755482854744272,-0.3302320205151673,1.0340015014953041,0.2701986453505229,1.3352205704968236,-0.6035283440486198,0.23167111354105913,-0.729558715829074,-0.8229799011058202,-0.23524634004928868,-0.950883570411844,-0.1689379103030208,1.1841881567044472,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-17,-0.14408237218965378,0.3788147212869223,-0.5661120351688584,-0.031064422791704543,1.097337355607226,0.33380514262420635,-0.6035283440486198,0.23167111354105913,0.23249673361585932,-0.5486532674038801,0.3653826132680429,-0.37459049743496836,-0.6296776656748951,0.6085411360842298,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-18,0.16466556821674827,-6.273541359849271,-0.3302320205151673,0.23520205828004762,-1.0532232910602017,-1.1683179991847197,-0.6035283440486198,0.23167111354105913,-1.2105864405515405,0.8229799011058202,0.06506813660937709,-0.37459049743496836,-0.6296776656748951,0.7730117134042919,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-21,-0.14408237218965378,-0.7299112922357767,0.37740802344590624,-0.031064422791704543,0.601054129453204,-0.1669025713121023,-0.6035283440486198,0.5974676086058895,-0.729558715829074,-0.5486532674038801,-0.23524634004928868,0.2017025755419073,-0.6296776656748951,0.5263058474241987,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-22,0.16466556821674827,0.9331777280482717,-0.3302320205151673,-0.2973309038634567,1.097337355607226,0.834512856560515,2.6232568617558814,0.04877286600864389,0.23249673361585932,-0.8229799011058202,-0.23524634004928868,-0.37459049743496836,-0.6296776656748951,0.5263058474241987,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-23,0.16466556821674827,-0.7299112922357767,-0.5661120351688584,-0.2973309038634567,1.2627650976585665,-0.1669025713121023,3.3403202408235484,0.04877286600864389,-0.729558715829074,-0.5486532674038801,-0.23524634004928868,-0.950883570411844,-0.6296776656748951,0.937482290724354,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-24,-0.14408237218965378,-0.7299112922357767,-0.09435200586147613,-0.031064422791704543,0.601054129453204,-1.1683179991847197,4.774446998958882,0.41456936107347436,-1.2105864405515405,-0.27432663370194005,0.06506813660937709,-0.950883570411844,-0.6296776656748951,0.6085411360842298,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-25,-0.14408237218965378,0.655996224667597,-0.5661120351688584,0.5014685393517998,1.097337355607226,1.3352205704968236,1.1891301036205475,0.23167111354105913,-0.2485309911066073,-0.8229799011058202,0.3653826132680429,-0.950883570411844,-0.1689379103030208,0.6085411360842298,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-28,0.16466556821674827,-0.45272978885510196,-0.3302320205151673,-0.2973309038634567,1.2627650976585665,-0.6676102852484109,-0.24499665451478628,0.23167111354105913,0.7135244583383259,0.27432663370194005,0.3653826132680429,0.2017025755419073,1.6740211111844765,1.0197175793843851,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-29,-0.14408237218965378,-0.45272978885510196,1.0850480674069798,-0.2973309038634567,-0.06065683875215829,0.834512856560515,-0.6035283440486198,0.41456936107347436,-0.2485309911066073,1.0973065348077602,0.06506813660937709,0.2017025755419073,-0.6296776656748951,0.8552470020643229,0.0,0.0,0.0,0.0,0.0,0.0
